idx,true_label,true_name,pred_label,pred_name,correct,p_axion,p_cdm,p_no_sub,img_mean,img_std,img_max,img_snr
7818,2,no_sub,1,cdm,0,0.0229,0.6214,0.3557,0.0244,0.0899,1.0000,11.13
7819,2,no_sub,2,no_sub,1,0.0146,0.2982,0.6872,0.0223,0.0832,1.0000,12.02
7820,1,cdm,1,cdm,1,0.1734,0.8260,0.0005,0.0469,0.1542,1.0000,6.48
7821,1,cdm,1,cdm,1,0.0904,0.9092,0.0004,0.0378,0.1221,1.0000,8.19
7822,0,axion,0,axion,1,0.9222,0.0778,0.0001,0.0318,0.1052,1.0000,9.50
7823,1,cdm,1,cdm,1,0.1355,0.8643,0.0002,0.0310,0.1029,1.0000,9.72
7824,2,no_sub,2,no_sub,1,0.0029,0.1466,0.8504,0.0343,0.1126,1.0000,8.88
7825,1,cdm,1,cdm,1,0.0859,0.9137,0.0004,0.0363,0.1166,1.0000,8.58
7826,1,cdm,1,cdm,1,0.1988,0.8009,0.0003,0.0222,0.0832,1.0000,12.02
7827,1,cdm,1,cdm,1,0.1177,0.8814,0.0009,0.0317,0.1048,1.0000,9.54
7828,0,axion,1,cdm,0,0.1272,0.8722,0.0005,0.0305,0.1019,1.0000,9.81
7829,0,axion,0,axion,1,0.8195,0.1804,0.0001,0.0354,0.1148,1.0000,8.71
7830,2,no_sub,2,no_sub,1,0.0030,0.1654,0.8316,0.0433,0.1416,1.0000,7.06
7831,2,no_sub,2,no_sub,1,0.0112,0.3470,0.6418,0.0236,0.0841,1.0000,11.89
7832,0,axion,0,axion,1,0.9529,0.0470,0.0001,0.0244,0.0891,1.0000,11.22
7833,1,cdm,1,cdm,1,0.0181,0.9116,0.0703,0.0342,0.1113,1.0000,8.98
7834,0,axion,0,axion,1,0.9200,0.0799,0.0001,0.0258,0.0914,1.0000,10.95
7835,2,no_sub,2,no_sub,1,0.0034,0.1012,0.8954,0.0242,0.0852,1.0000,11.73
7836,2,no_sub,2,no_sub,1,0.0036,0.1745,0.8219,0.0315,0.1052,1.0000,9.51
7837,1,cdm,1,cdm,1,0.1347,0.8651,0.0003,0.0296,0.0996,1.0000,10.04
7838,2,no_sub,2,no_sub,1,0.0033,0.2119,0.7848,0.0396,0.1281,1.0000,7.81
7839,2,no_sub,2,no_sub,1,0.0018,0.0731,0.9251,0.0293,0.0976,1.0000,10.24
7840,1,cdm,1,cdm,1,0.0707,0.9290,0.0002,0.0364,0.1144,1.0000,8.74
7841,1,cdm,1,cdm,1,0.0307,0.9644,0.0049,0.0380,0.1217,1.0000,8.22
7842,2,no_sub,2,no_sub,1,0.0029,0.0777,0.9194,0.0217,0.0779,1.0000,12.84
7843,1,cdm,1,cdm,1,0.0788,0.9208,0.0004,0.0426,0.1350,1.0000,7.41
7844,2,no_sub,2,no_sub,1,0.0026,0.1090,0.8884,0.0323,0.1061,1.0000,9.43
7845,0,axion,1,cdm,0,0.1056,0.8925,0.0019,0.0265,0.0931,1.0000,10.74
7846,2,no_sub,2,no_sub,1,0.0011,0.0364,0.9624,0.0322,0.1046,1.0000,9.56
7847,0,axion,0,axion,1,0.7433,0.2566,0.0001,0.0277,0.0926,1.0000,10.80
7848,2,no_sub,1,cdm,0,0.0091,0.5072,0.4838,0.0339,0.1104,1.0000,9.05
7849,0,axion,1,cdm,0,0.4667,0.5332,0.0002,0.0463,0.1482,1.0000,6.75
7850,2,no_sub,2,no_sub,1,0.0026,0.1149,0.8825,0.0371,0.1201,1.0000,8.32
7851,0,axion,0,axion,1,0.9915,0.0084,0.0001,0.0382,0.1225,1.0000,8.16
7852,1,cdm,1,cdm,1,0.0598,0.9327,0.0075,0.0288,0.0958,1.0000,10.43
7853,2,no_sub,2,no_sub,1,0.0232,0.3987,0.5781,0.0219,0.0826,1.0000,12.10
7854,0,axion,0,axion,1,0.9744,0.0255,0.0001,0.0216,0.0830,1.0000,12.05
7855,2,no_sub,2,no_sub,1,0.0009,0.0500,0.9491,0.0396,0.1280,1.0000,7.81
7856,1,cdm,1,cdm,1,0.0224,0.5295,0.4481,0.0241,0.0861,1.0000,11.61
7857,0,axion,1,cdm,0,0.1845,0.8153,0.0002,0.0281,0.0966,1.0000,10.35
7858,1,cdm,1,cdm,1,0.0472,0.9275,0.0253,0.0295,0.0972,1.0000,10.29
7859,2,no_sub,2,no_sub,1,0.0161,0.3982,0.5857,0.0234,0.0862,1.0000,11.60
7860,2,no_sub,1,cdm,0,0.0167,0.5163,0.4669,0.0255,0.0924,1.0000,10.82
7861,0,axion,0,axion,1,0.9626,0.0373,0.0001,0.0267,0.0920,1.0000,10.87
7862,0,axion,1,cdm,0,0.1448,0.8548,0.0004,0.0231,0.0829,1.0000,12.06
7863,2,no_sub,2,no_sub,1,0.0076,0.2460,0.7464,0.0253,0.0898,1.0000,11.14
7864,1,cdm,1,cdm,1,0.0183,0.8202,0.1614,0.0292,0.0986,1.0000,10.14
7865,1,cdm,0,axion,0,0.6171,0.3828,0.0001,0.0273,0.0907,1.0000,11.02
7866,0,axion,0,axion,1,0.9777,0.0222,0.0001,0.0245,0.0885,1.0000,11.29
7867,2,no_sub,2,no_sub,1,0.0054,0.2609,0.7337,0.0281,0.0970,1.0000,10.31
7868,1,cdm,1,cdm,1,0.0743,0.9206,0.0051,0.0387,0.1242,1.0000,8.05
7869,0,axion,1,cdm,0,0.2915,0.7084,0.0002,0.0290,0.0974,1.0000,10.26
7870,0,axion,0,axion,1,0.8512,0.1487,0.0001,0.0320,0.1076,1.0000,9.29
7871,1,cdm,1,cdm,1,0.1028,0.8970,0.0002,0.0272,0.0938,1.0000,10.66
7872,2,no_sub,2,no_sub,1,0.0308,0.4445,0.5247,0.0206,0.0801,1.0000,12.49
7873,2,no_sub,2,no_sub,1,0.0018,0.0635,0.9347,0.0276,0.0920,1.0000,10.87
7874,2,no_sub,2,no_sub,1,0.0019,0.0979,0.9002,0.0382,0.1237,1.0000,8.08
7875,1,cdm,1,cdm,1,0.0210,0.7529,0.2261,0.0260,0.0879,1.0000,11.37
7876,2,no_sub,2,no_sub,1,0.0040,0.1598,0.8362,0.0295,0.0988,1.0000,10.13
7877,0,axion,0,axion,1,0.9986,0.0011,0.0002,0.0341,0.1099,1.0000,9.10
7878,0,axion,0,axion,1,0.9881,0.0118,0.0001,0.0211,0.0794,1.0000,12.60
7879,1,cdm,1,cdm,1,0.0615,0.9380,0.0005,0.0428,0.1363,1.0000,7.34
7880,2,no_sub,2,no_sub,1,0.0047,0.3158,0.6795,0.0341,0.1111,1.0000,9.00
7881,2,no_sub,2,no_sub,1,0.0080,0.2410,0.7510,0.0280,0.0962,1.0000,10.40
7882,2,no_sub,2,no_sub,1,0.0014,0.0586,0.9400,0.0293,0.0975,1.0000,10.25
7883,0,axion,0,axion,1,0.9819,0.0181,0.0001,0.0260,0.0903,1.0000,11.07
7884,2,no_sub,2,no_sub,1,0.0028,0.1016,0.8956,0.0256,0.0884,1.0000,11.31
7885,1,cdm,1,cdm,1,0.0949,0.9046,0.0005,0.0339,0.1103,1.0000,9.07
7886,0,axion,0,axion,1,0.9801,0.0198,0.0001,0.0272,0.0927,1.0000,10.79
7887,1,cdm,0,axion,0,0.5040,0.4959,0.0001,0.0339,0.1091,1.0000,9.17
7888,1,cdm,1,cdm,1,0.1517,0.8481,0.0002,0.0286,0.0948,1.0000,10.55
7889,1,cdm,1,cdm,1,0.1046,0.8935,0.0019,0.0228,0.0797,1.0000,12.55
7890,0,axion,0,axion,1,0.7286,0.2713,0.0001,0.0297,0.0985,1.0000,10.15
7891,1,cdm,1,cdm,1,0.0158,0.6945,0.2897,0.0288,0.0950,1.0000,10.52
7892,0,axion,0,axion,1,0.9782,0.0217,0.0001,0.0230,0.0833,1.0000,12.01
7893,2,no_sub,2,no_sub,1,0.0102,0.4065,0.5833,0.0278,0.0966,1.0000,10.35
7894,1,cdm,1,cdm,1,0.1000,0.8965,0.0035,0.0262,0.0899,1.0000,11.12
7895,2,no_sub,2,no_sub,1,0.0074,0.2531,0.7396,0.0258,0.0904,1.0000,11.06
7896,1,cdm,1,cdm,1,0.0468,0.9526,0.0006,0.0406,0.1289,1.0000,7.76
7897,2,no_sub,2,no_sub,1,0.0016,0.0660,0.9323,0.0354,0.1156,1.0000,8.65
7898,1,cdm,1,cdm,1,0.0921,0.9065,0.0015,0.0303,0.0993,1.0000,10.07
7899,1,cdm,1,cdm,1,0.0558,0.9434,0.0008,0.0386,0.1223,1.0000,8.17
7900,0,axion,0,axion,1,0.7223,0.2776,0.0001,0.0229,0.0831,1.0000,12.03
7901,0,axion,0,axion,1,0.9154,0.0845,0.0001,0.0301,0.0998,1.0000,10.02
7902,2,no_sub,2,no_sub,1,0.0091,0.3947,0.5962,0.0294,0.0989,1.0000,10.12
7903,1,cdm,1,cdm,1,0.0351,0.9605,0.0044,0.0261,0.0900,1.0000,11.11
7904,1,cdm,1,cdm,1,0.0575,0.9412,0.0012,0.0330,0.1067,1.0000,9.37
7905,1,cdm,1,cdm,1,0.1188,0.8804,0.0008,0.0415,0.1333,1.0000,7.50
7906,1,cdm,1,cdm,1,0.0587,0.9200,0.0213,0.0243,0.0858,1.0000,11.66
7907,2,no_sub,2,no_sub,1,0.0040,0.2680,0.7280,0.0414,0.1345,1.0000,7.43
7908,0,axion,0,axion,1,0.9496,0.0503,0.0001,0.0241,0.0878,1.0000,11.39
7909,2,no_sub,2,no_sub,1,0.0028,0.1136,0.8836,0.0298,0.0988,1.0000,10.12
7910,2,no_sub,2,no_sub,1,0.0050,0.3329,0.6621,0.0348,0.1141,1.0000,8.77
7911,1,cdm,1,cdm,1,0.0297,0.7986,0.1717,0.0256,0.0914,1.0000,10.94
7912,2,no_sub,2,no_sub,1,0.0047,0.3613,0.6340,0.0393,0.1271,1.0000,7.87
7913,0,axion,0,axion,1,0.9986,0.0008,0.0005,0.0450,0.1473,1.0000,6.79
7914,1,cdm,1,cdm,1,0.4053,0.5946,0.0001,0.0305,0.1017,1.0000,9.83
7915,1,cdm,1,cdm,1,0.1192,0.8803,0.0005,0.0238,0.0837,1.0000,11.95
7916,2,no_sub,2,no_sub,1,0.0103,0.3793,0.6103,0.0264,0.0934,1.0000,10.71
7917,2,no_sub,2,no_sub,1,0.0088,0.3177,0.6735,0.0268,0.0938,1.0000,10.66
7918,2,no_sub,2,no_sub,1,0.0042,0.1150,0.8808,0.0249,0.0863,1.0000,11.59
7919,0,axion,0,axion,1,0.9983,0.0016,0.0001,0.0393,0.1263,1.0000,7.92
7920,0,axion,0,axion,1,0.9037,0.0962,0.0001,0.0236,0.0864,1.0000,11.58
7921,2,no_sub,1,cdm,0,0.0218,0.5272,0.4511,0.0236,0.0872,1.0000,11.46
7922,1,cdm,1,cdm,1,0.1067,0.8930,0.0003,0.0248,0.0857,1.0000,11.67
7923,2,no_sub,1,cdm,0,0.0152,0.5036,0.4812,0.0251,0.0902,1.0000,11.09
7924,0,axion,1,cdm,0,0.2706,0.7293,0.0001,0.0260,0.0924,1.0000,10.82
7925,2,no_sub,2,no_sub,1,0.0038,0.2286,0.7676,0.0356,0.1162,1.0000,8.61
7926,2,no_sub,2,no_sub,1,0.0024,0.1619,0.8356,0.0416,0.1352,1.0000,7.39
7927,1,cdm,1,cdm,1,0.0767,0.9171,0.0062,0.0231,0.0857,1.0000,11.67
7928,0,axion,1,cdm,0,0.2562,0.7437,0.0002,0.0289,0.0977,1.0000,10.23
7929,0,axion,0,axion,1,0.9239,0.0760,0.0001,0.0242,0.0866,1.0000,11.55
7930,1,cdm,1,cdm,1,0.0381,0.9590,0.0029,0.0350,0.1141,1.0000,8.77
7931,2,no_sub,2,no_sub,1,0.0031,0.1856,0.8113,0.0389,0.1259,1.0000,7.94
7932,1,cdm,1,cdm,1,0.1357,0.8638,0.0006,0.0232,0.0847,1.0000,11.80
7933,1,cdm,1,cdm,1,0.0927,0.9068,0.0005,0.0285,0.0965,1.0000,10.36
7934,0,axion,0,axion,1,0.9944,0.0055,0.0001,0.0316,0.1036,1.0000,9.65
7935,2,no_sub,1,cdm,0,0.0092,0.6186,0.3722,0.0390,0.1261,1.0000,7.93
7936,0,axion,0,axion,1,0.9815,0.0184,0.0001,0.0274,0.0923,1.0000,10.83
7937,1,cdm,1,cdm,1,0.0814,0.9177,0.0008,0.0336,0.1102,1.0000,9.07
7938,2,no_sub,2,no_sub,1,0.0150,0.3359,0.6491,0.0229,0.0844,1.0000,11.84
7939,2,no_sub,2,no_sub,1,0.0075,0.2815,0.7111,0.0282,0.0969,1.0000,10.32
7940,2,no_sub,2,no_sub,1,0.0039,0.2608,0.7353,0.0468,0.1543,1.0000,6.48
7941,1,cdm,1,cdm,1,0.4520,0.5472,0.0008,0.0186,0.0731,1.0000,13.68
7942,1,cdm,1,cdm,1,0.0972,0.9016,0.0012,0.0258,0.0880,1.0000,11.37
7943,1,cdm,1,cdm,1,0.0075,0.5670,0.4255,0.0358,0.1158,1.0000,8.63
7944,2,no_sub,2,no_sub,1,0.0041,0.1345,0.8614,0.0257,0.0892,1.0000,11.21
7945,0,axion,0,axion,1,0.7849,0.2151,0.0001,0.0303,0.1012,1.0000,9.88
7946,1,cdm,1,cdm,1,0.1689,0.8310,0.0001,0.0298,0.0991,1.0000,10.10
7947,1,cdm,1,cdm,1,0.2980,0.6912,0.0107,0.0189,0.0756,1.0000,13.23
7948,2,no_sub,2,no_sub,1,0.0029,0.1617,0.8353,0.0415,0.1351,1.0000,7.40
7949,2,no_sub,2,no_sub,1,0.0037,0.1216,0.8747,0.0258,0.0887,1.0000,11.27
7950,1,cdm,1,cdm,1,0.1216,0.8782,0.0003,0.0464,0.1486,1.0000,6.73
7951,0,axion,0,axion,1,0.9965,0.0034,0.0001,0.0314,0.1018,1.0000,9.82
7952,0,axion,0,axion,1,0.9491,0.0507,0.0002,0.0203,0.0785,1.0000,12.75
7953,0,axion,0,axion,1,0.9966,0.0033,0.0001,0.0388,0.1246,1.0000,8.03
7954,0,axion,0,axion,1,0.9984,0.0015,0.0002,0.0476,0.1547,1.0000,6.46
7955,1,cdm,1,cdm,1,0.1071,0.8927,0.0002,0.0292,0.1003,1.0000,9.97
7956,0,axion,1,cdm,0,0.1781,0.8215,0.0004,0.0394,0.1257,1.0000,7.96
7957,2,no_sub,2,no_sub,1,0.0068,0.3517,0.6415,0.0291,0.0985,1.0000,10.15
7958,0,axion,1,cdm,0,0.1292,0.8703,0.0005,0.0360,0.1155,1.0000,8.66
7959,2,no_sub,2,no_sub,1,0.0014,0.0350,0.9636,0.0213,0.0769,1.0000,13.00
7960,0,axion,0,axion,1,0.9945,0.0054,0.0001,0.0234,0.0811,1.0000,12.33
7961,1,cdm,1,cdm,1,0.2687,0.7311,0.0002,0.0235,0.0817,1.0000,12.24
7962,0,axion,0,axion,1,0.9983,0.0016,0.0001,0.0360,0.1160,1.0000,8.62
7963,2,no_sub,2,no_sub,1,0.0043,0.1717,0.8240,0.0283,0.0967,1.0000,10.34
7964,2,no_sub,2,no_sub,1,0.0014,0.0874,0.9111,0.0428,0.1389,1.0000,7.20
7965,2,no_sub,2,no_sub,1,0.0041,0.2722,0.7237,0.0425,0.1376,1.0000,7.27
7966,1,cdm,0,axion,0,0.5676,0.4323,0.0001,0.0326,0.1059,1.0000,9.44
7967,1,cdm,1,cdm,1,0.0952,0.9040,0.0007,0.0226,0.0810,1.0000,12.35
7968,0,axion,0,axion,1,0.9980,0.0018,0.0001,0.0466,0.1524,1.0000,6.56
7969,1,cdm,1,cdm,1,0.4758,0.5241,0.0001,0.0242,0.0852,1.0000,11.73
7970,1,cdm,1,cdm,1,0.0772,0.9226,0.0002,0.0278,0.0951,1.0000,10.52
7971,1,cdm,1,cdm,1,0.2645,0.7354,0.0002,0.0301,0.1009,1.0000,9.91
7972,1,cdm,1,cdm,1,0.0805,0.9187,0.0008,0.0301,0.0993,1.0000,10.07
7973,0,axion,0,axion,1,0.9961,0.0037,0.0001,0.0374,0.1203,1.0000,8.31
7974,1,cdm,1,cdm,1,0.1256,0.8742,0.0003,0.0277,0.0968,1.0000,10.33
7975,2,no_sub,2,no_sub,1,0.0080,0.3134,0.6785,0.0256,0.0895,1.0000,11.18
7976,2,no_sub,2,no_sub,1,0.0079,0.4188,0.5733,0.0312,0.1045,1.0000,9.57
7977,1,cdm,1,cdm,1,0.2530,0.7467,0.0002,0.0219,0.0813,1.0000,12.30
7978,1,cdm,1,cdm,1,0.1601,0.8384,0.0015,0.0228,0.0822,1.0000,12.16
7979,0,axion,0,axion,1,0.9927,0.0068,0.0005,0.0198,0.0741,1.0000,13.50
7980,0,axion,0,axion,1,0.9944,0.0055,0.0001,0.0371,0.1190,1.0000,8.40
7981,0,axion,0,axion,1,0.9913,0.0086,0.0000,0.0320,0.1048,1.0000,9.55
7982,2,no_sub,2,no_sub,1,0.0036,0.1034,0.8931,0.0238,0.0843,1.0000,11.86
7983,0,axion,0,axion,1,0.9941,0.0059,0.0001,0.0316,0.1036,1.0000,9.65
7984,1,cdm,1,cdm,1,0.0068,0.8568,0.1364,0.0414,0.1329,1.0000,7.52
7985,0,axion,0,axion,1,0.9967,0.0032,0.0002,0.0379,0.1219,1.0000,8.21
7986,0,axion,0,axion,1,0.9803,0.0196,0.0000,0.0313,0.1038,1.0000,9.63
7987,2,no_sub,2,no_sub,1,0.0012,0.0649,0.9340,0.0424,0.1384,1.0000,7.23
7988,1,cdm,1,cdm,1,0.0831,0.9165,0.0004,0.0461,0.1484,1.0000,6.74
7989,0,axion,0,axion,1,0.9823,0.0176,0.0000,0.0286,0.0972,1.0000,10.29
7990,2,no_sub,2,no_sub,1,0.0016,0.0963,0.9021,0.0446,0.1463,1.0000,6.84
7991,0,axion,0,axion,1,0.9959,0.0039,0.0001,0.0394,0.1268,1.0000,7.89
7992,0,axion,0,axion,1,0.9769,0.0231,0.0001,0.0324,0.1046,1.0000,9.56
7993,2,no_sub,2,no_sub,1,0.0015,0.0548,0.9437,0.0288,0.0971,1.0000,10.30
7994,0,axion,1,cdm,0,0.1195,0.8803,0.0002,0.0256,0.0910,1.0000,10.99
7995,2,no_sub,2,no_sub,1,0.0117,0.2672,0.7211,0.0229,0.0840,1.0000,11.90
7996,2,no_sub,2,no_sub,1,0.0029,0.0840,0.9131,0.0280,0.0947,1.0000,10.56
7997,1,cdm,1,cdm,1,0.0416,0.8893,0.0691,0.0220,0.0791,1.0000,12.64
7998,1,cdm,1,cdm,1,0.0669,0.9327,0.0004,0.0371,0.1175,1.0000,8.51
7999,2,no_sub,2,no_sub,1,0.0037,0.1395,0.8568,0.0258,0.0906,1.0000,11.04
8000,1,cdm,1,cdm,1,0.1560,0.8437,0.0003,0.0335,0.1080,1.0000,9.26
8001,1,cdm,0,axion,0,0.9096,0.0903,0.0001,0.0356,0.1136,1.0000,8.80
8002,1,cdm,1,cdm,1,0.0378,0.9616,0.0007,0.0458,0.1467,1.0000,6.82
8003,1,cdm,1,cdm,1,0.0367,0.9559,0.0073,0.0413,0.1334,1.0000,7.50
8004,2,no_sub,2,no_sub,1,0.0040,0.1066,0.8894,0.0253,0.0879,1.0000,11.38
8005,0,axion,0,axion,1,0.9964,0.0034,0.0002,0.0390,0.1258,1.0000,7.95
8006,2,no_sub,2,no_sub,1,0.0034,0.1700,0.8266,0.0381,0.1229,1.0000,8.14
8007,2,no_sub,2,no_sub,1,0.0083,0.1933,0.7985,0.0225,0.0831,1.0000,12.03
8008,2,no_sub,2,no_sub,1,0.0061,0.1403,0.8537,0.0225,0.0824,1.0000,12.13
8009,1,cdm,1,cdm,1,0.0474,0.9492,0.0034,0.0361,0.1169,1.0000,8.56
8010,2,no_sub,2,no_sub,1,0.0079,0.2793,0.7128,0.0267,0.0934,1.0000,10.71
8011,0,axion,1,cdm,0,0.1911,0.8088,0.0002,0.0265,0.0906,1.0000,11.04
8012,1,cdm,1,cdm,1,0.0840,0.9156,0.0004,0.0433,0.1398,1.0000,7.15
8013,0,axion,0,axion,1,0.9944,0.0055,0.0001,0.0289,0.0970,1.0000,10.31
8014,1,cdm,1,cdm,1,0.2708,0.7258,0.0034,0.0197,0.0766,1.0000,13.06
8015,2,no_sub,2,no_sub,1,0.0100,0.4013,0.5887,0.0267,0.0930,1.0000,10.76
8016,0,axion,0,axion,1,0.9977,0.0021,0.0002,0.0343,0.1107,1.0000,9.04
8017,0,axion,0,axion,1,0.9347,0.0652,0.0000,0.0311,0.1041,1.0000,9.61
8018,0,axion,0,axion,1,0.5613,0.4386,0.0001,0.0336,0.1081,1.0000,9.25
8019,2,no_sub,2,no_sub,1,0.0038,0.1890,0.8072,0.0335,0.1098,1.0000,9.11
8020,2,no_sub,2,no_sub,1,0.0030,0.1423,0.8547,0.0310,0.1021,1.0000,9.80
8021,0,axion,0,axion,1,0.9939,0.0060,0.0001,0.0337,0.1109,1.0000,9.02
8022,2,no_sub,2,no_sub,1,0.0021,0.0789,0.9190,0.0297,0.0987,1.0000,10.13
8023,1,cdm,1,cdm,1,0.2053,0.7944,0.0003,0.0344,0.1109,1.0000,9.02
8024,0,axion,0,axion,1,0.9907,0.0092,0.0001,0.0437,0.1410,1.0000,7.09
8025,0,axion,1,cdm,0,0.2705,0.7293,0.0001,0.0288,0.0962,1.0000,10.39
8026,2,no_sub,2,no_sub,1,0.0172,0.2912,0.6916,0.0214,0.0809,1.0000,12.36
8027,1,cdm,1,cdm,1,0.1421,0.8577,0.0002,0.0282,0.0944,1.0000,10.59
8028,0,axion,1,cdm,0,0.1422,0.8575,0.0003,0.0306,0.1008,1.0000,9.92
8029,0,axion,0,axion,1,0.9656,0.0344,0.0000,0.0287,0.0967,1.0000,10.34
8030,1,cdm,0,axion,0,0.5571,0.4428,0.0001,0.0327,0.1042,1.0000,9.60
8031,1,cdm,1,cdm,1,0.1606,0.8390,0.0005,0.0231,0.0835,1.0000,11.97
8032,2,no_sub,2,no_sub,1,0.0023,0.1012,0.8965,0.0292,0.0992,1.0000,10.08
8033,2,no_sub,2,no_sub,1,0.0049,0.2015,0.7937,0.0293,0.0981,1.0000,10.20
8034,1,cdm,0,axion,0,0.6275,0.3725,0.0001,0.0304,0.0996,1.0000,10.04
8035,2,no_sub,2,no_sub,1,0.0036,0.0876,0.9088,0.0233,0.0838,1.0000,11.93
8036,0,axion,0,axion,1,0.9986,0.0009,0.0006,0.0459,0.1506,1.0000,6.64
8037,0,axion,0,axion,1,0.7785,0.2214,0.0001,0.0314,0.1025,1.0000,9.76
8038,2,no_sub,2,no_sub,1,0.0053,0.2658,0.7288,0.0324,0.1058,1.0000,9.45
8039,2,no_sub,1,cdm,0,0.0069,0.4998,0.4933,0.0433,0.1401,1.0000,7.14
8040,0,axion,0,axion,1,0.9923,0.0076,0.0001,0.0426,0.1376,1.0000,7.27
8041,1,cdm,1,cdm,1,0.1678,0.8318,0.0004,0.0293,0.0961,1.0000,10.41
8042,2,no_sub,2,no_sub,1,0.0037,0.1476,0.8488,0.0282,0.0942,1.0000,10.62
8043,0,axion,1,cdm,0,0.2497,0.7502,0.0001,0.0297,0.0987,1.0000,10.13
8044,0,axion,0,axion,1,0.8064,0.1935,0.0001,0.0293,0.0986,1.0000,10.14
8045,1,cdm,1,cdm,1,0.1682,0.8316,0.0002,0.0276,0.0900,1.0000,11.12
8046,0,axion,0,axion,1,0.9982,0.0017,0.0002,0.0432,0.1401,1.0000,7.14
8047,2,no_sub,2,no_sub,1,0.0021,0.0784,0.9195,0.0294,0.0977,1.0000,10.23
8048,0,axion,0,axion,1,0.9957,0.0041,0.0001,0.0312,0.1019,1.0000,9.81
8049,1,cdm,1,cdm,1,0.1222,0.8773,0.0005,0.0364,0.1175,1.0000,8.51
8050,0,axion,1,cdm,0,0.0921,0.9067,0.0012,0.0353,0.1134,1.0000,8.82
8051,1,cdm,1,cdm,1,0.1233,0.8766,0.0002,0.0348,0.1118,1.0000,8.94
8052,0,axion,0,axion,1,0.5559,0.4440,0.0001,0.0253,0.0877,1.0000,11.40
8053,1,cdm,1,cdm,1,0.0863,0.9134,0.0003,0.0285,0.0988,1.0000,10.12
8054,0,axion,0,axion,1,0.9687,0.0312,0.0001,0.0244,0.0867,1.0000,11.53
8055,0,axion,0,axion,1,0.9984,0.0014,0.0002,0.0472,0.1541,1.0000,6.49
8056,1,cdm,1,cdm,1,0.1041,0.8954,0.0004,0.0287,0.0960,1.0000,10.42
8057,2,no_sub,2,no_sub,1,0.0112,0.4181,0.5707,0.0250,0.0885,1.0000,11.29
8058,2,no_sub,2,no_sub,1,0.0042,0.2177,0.7781,0.0335,0.1100,1.0000,9.09
8059,2,no_sub,2,no_sub,1,0.0040,0.1492,0.8468,0.0261,0.0897,1.0000,11.15
8060,1,cdm,1,cdm,1,0.0903,0.9065,0.0033,0.0298,0.0993,1.0000,10.07
8061,2,no_sub,2,no_sub,1,0.0025,0.1822,0.8153,0.0408,0.1321,1.0000,7.57
8062,0,axion,0,axion,1,0.7011,0.2988,0.0001,0.0313,0.1024,1.0000,9.76
8063,0,axion,1,cdm,0,0.2273,0.7726,0.0001,0.0273,0.0941,1.0000,10.63
8064,0,axion,1,cdm,0,0.1609,0.8387,0.0004,0.0276,0.0921,1.0000,10.86
8065,2,no_sub,2,no_sub,1,0.0055,0.4072,0.5873,0.0372,0.1205,1.0000,8.30
8066,0,axion,0,axion,1,0.9985,0.0014,0.0002,0.0399,0.1283,1.0000,7.79
8067,1,cdm,1,cdm,1,0.0356,0.9553,0.0091,0.0362,0.1173,1.0000,8.52
8068,0,axion,0,axion,1,0.9937,0.0062,0.0001,0.0395,0.1273,1.0000,7.85
8069,0,axion,0,axion,1,0.9575,0.0424,0.0001,0.0255,0.0887,1.0000,11.28
8070,1,cdm,1,cdm,1,0.0981,0.9015,0.0004,0.0268,0.0905,1.0000,11.05
8071,1,cdm,1,cdm,1,0.0528,0.9468,0.0004,0.0385,0.1222,1.0000,8.18
8072,1,cdm,1,cdm,1,0.4385,0.5614,0.0001,0.0256,0.0880,1.0000,11.37
8073,1,cdm,1,cdm,1,0.0749,0.9229,0.0021,0.0241,0.0891,1.0000,11.23
8074,1,cdm,1,cdm,1,0.0802,0.9193,0.0005,0.0332,0.1054,1.0000,9.49
8075,1,cdm,1,cdm,1,0.1368,0.8624,0.0008,0.0435,0.1403,1.0000,7.13
8076,1,cdm,1,cdm,1,0.2535,0.7464,0.0001,0.0306,0.1021,1.0000,9.80
8077,2,no_sub,2,no_sub,1,0.0073,0.2225,0.7702,0.0263,0.0922,1.0000,10.84
8078,1,cdm,1,cdm,1,0.0800,0.9177,0.0022,0.0238,0.0863,1.0000,11.59
8079,1,cdm,1,cdm,1,0.3316,0.6683,0.0001,0.0267,0.0916,1.0000,10.92
8080,2,no_sub,2,no_sub,1,0.0216,0.3232,0.6552,0.0212,0.0804,1.0000,12.44
8081,2,no_sub,2,no_sub,1,0.0127,0.4921,0.4952,0.0249,0.0877,1.0000,11.41
8082,2,no_sub,2,no_sub,1,0.0025,0.1617,0.8359,0.0412,0.1334,1.0000,7.50
8083,1,cdm,1,cdm,1,0.0171,0.7846,0.1984,0.0307,0.0999,1.0000,10.01
8084,2,no_sub,1,cdm,0,0.0088,0.7541,0.2371,0.0378,0.1227,1.0000,8.15
8085,2,no_sub,2,no_sub,1,0.0036,0.1203,0.8760,0.0270,0.0924,1.0000,10.82
8086,1,cdm,2,no_sub,0,0.0082,0.3217,0.6701,0.0296,0.0991,1.0000,10.09
8087,1,cdm,1,cdm,1,0.0884,0.9113,0.0003,0.0457,0.1461,1.0000,6.85
8088,1,cdm,1,cdm,1,0.1990,0.8008,0.0002,0.0267,0.0897,1.0000,11.15
8089,0,axion,0,axion,1,0.9987,0.0009,0.0003,0.0399,0.1283,1.0000,7.80
